팩토링ID,채권ID,법인명,고객ID,통화,팩토링사,팩토링실행일,팩토링금액,수수료율,실수령액,상환유형
FT0954,AR1241,중국법인,OC123,CNY,신한팩토링,2025-05-21,1801488.34,0.0276,1751767.26,비소구
FT0955,AR1242,미국법인,OC124,USD,HSBC Trade Finance,2025-06-29,30836.67,0.0407,29581.62,소구
FT0956,AR1243,미국법인,OC124,USD,신한팩토링,2025-05-27,83322.92,0.0151,82064.74,소구
FT0957,AR1244,미국법인,OC124,USD,BNP Paribas Factor,2025-06-03,55080.71,0.0181,54083.75,비소구
FT0958,AR1244,미국법인,OC124,USD,BNP Paribas Factor,2025-06-10,31459.24,0.042,30137.95,비소구
FT0959,AR1247,미국법인,OC124,USD,우리은행 무역금융,2025-07-17,51486.14,0.0395,49452.44,비소구
FT0960,AR1248,미국법인,OC124,USD,우리은행 무역금융,2025-02-09,14436.46,0.0357,13921.08,소구
FT0961,AR1249,미국법인,OC124,USD,신한팩토링,2025-08-01,2640.14,0.0281,2565.95,비소구
FT0962,AR1250,미국법인,OC124,USD,신한팩토링,2025-07-19,87190.6,0.0416,83563.47,소구
FT0963,AR1251,미국법인,OC124,USD,우리은행 무역금융,2025-06-18,37310.85,0.0247,36389.27,소구
FT0964,AR1252,미국법인,OC124,USD,IBK기업은행,2025-04-18,40414.23,0.0188,39654.44,소구
FT0965,AR1253,미국법인,OC124,USD,HSBC Trade Finance,2025-07-28,8427.98,0.0281,8191.15,소구
FT0966,AR1254,중국법인,OC125,CNY,HSBC Trade Finance,2025-02-04,1627270.13,0.0335,1572756.58,비소구
FT0967,AR1255,중국법인,OC125,CNY,HSBC Trade Finance,2025-04-22,788192.84,0.0401,756586.31,소구
FT0968,AR1256,중국법인,OC125,CNY,BNP Paribas Factor,2025-05-10,549119.54,0.0241,535885.76,소구
FT0969,AR1257,중국법인,OC125,CNY,IBK기업은행,2025-08-27,168650.26,0.0186,165513.37,소구
FT0970,AR1258,중국법인,OC125,CNY,HSBC Trade Finance,2025-06-05,1637490.65,0.043,1567078.55,소구
FT0971,AR1260,중국법인,OC125,CNY,IBK기업은행,2025-03-20,866485.33,0.0383,833298.94,비소구
FT0972,AR1261,중국법인,OC125,CNY,HSBC Trade Finance,2025-03-06,231475.31,0.0357,223211.64,비소구
FT0973,AR1262,중국법인,OC125,CNY,HSBC Trade Finance,2025-05-26,1861505.4,0.0179,1828184.45,소구
FT0974,AR1264,중국법인,OC125,CNY,우리은행 무역금융,2025-07-19,1172254.8,0.0266,1141072.82,비소구
FT0975,AR1266,중국법인,OC125,CNY,신한팩토링,2025-06-23,737432.59,0.035,711622.45,비소구
FT0976,AR1267,중국법인,OC125,CNY,BNP Paribas Factor,2025-08-30,851065.75,0.0402,816852.91,비소구
FT0977,AR1268,독일법인,OC126,EUR,IBK기업은행,2025-02-16,73160.99,0.0237,71427.07,소구
FT0978,AR1271,독일법인,OC126,EUR,우리은행 무역금융,2025-08-14,22461.99,0.0256,21886.96,소구
FT0979,AR1272,독일법인,OC126,EUR,BNP Paribas Factor,2025-01-22,55265.97,0.0215,54077.75,비소구
FT0980,AR1273,독일법인,OC126,EUR,BNP Paribas Factor,2025-07-14,31822.76,0.0157,31323.14,소구
FT0981,AR1274,독일법인,OC127,EUR,신한팩토링,2025-01-09,9893.49,0.0419,9478.95,소구
FT0982,AR1275,독일법인,OC127,EUR,우리은행 무역금융,2025-06-12,29808.52,0.0274,28991.77,소구
FT0983,AR1276,독일법인,OC127,EUR,IBK기업은행,2025-03-11,21219.48,0.0385,20402.53,소구
FT0984,AR1277,독일법인,OC127,EUR,신한팩토링,2025-01-24,48460.74,0.0262,47191.07,소구
FT0985,AR1278,독일법인,OC127,EUR,신한팩토링,2025-04-08,25245.29,0.0438,24139.55,소구
FT0986,AR1280,독일법인,OC127,EUR,BNP Paribas Factor,2025-07-05,81369.22,0.0263,79229.21,소구
FT0987,AR1282,독일법인,OC127,EUR,BNP Paribas Factor,2025-07-12,38369.94,0.0237,37460.57,소구
FT0988,AR1283,독일법인,OC127,EUR,HSBC Trade Finance,2025-04-15,33593.46,0.0318,32525.19,소구
FT0989,AR1284,독일법인,OC127,EUR,BNP Paribas Factor,2025-02-03,27881.12,0.0199,27326.29,비소구
FT0990,AR1284,독일법인,OC127,EUR,우리은행 무역금융,2025-02-03,17005.83,0.0354,16403.82,소구
FT0991,AR1285,독일법인,OC127,EUR,HSBC Trade Finance,2025-06-15,40425.85,0.0427,38699.67,소구
FT0992,AR1286,독일법인,OC127,EUR,신한팩토링,2025-02-26,60061.16,0.0323,58121.18,비소구
FT0993,AR1287,독일법인,OC128,EUR,신한팩토링,2025-06-18,7927.74,0.0399,7611.42,비소구
FT0994,AR1288,독일법인,OC128,EUR,우리은행 무역금융,2025-02-20,50775.91,0.02,49760.39,비소구
FT0995,AR1288,독일법인,OC128,EUR,HSBC Trade Finance,2025-02-17,29597.25,0.0338,28596.86,소구
FT0996,AR1289,독일법인,OC128,EUR,신한팩토링,2025-06-07,26308.45,0.0224,25719.14,소구
FT0997,AR1290,독일법인,OC128,EUR,HSBC Trade Finance,2025-01-17,9172.52,0.0197,8991.82,비소구
FT0998,AR1291,독일법인,OC128,EUR,IBK기업은행,2025-02-18,22163.31,0.022,21675.72,소구
FT0999,AR1292,독일법인,OC128,EUR,HSBC Trade Finance,2025-07-26,62878.02,0.0449,60054.8,소구
FT1000,AR1294,독일법인,OC128,EUR,HSBC Trade Finance,2025-05-29,76223.36,0.0316,73814.7,비소구
FT1001,AR1295,독일법인,OC128,EUR,BNP Paribas Factor,2025-07-31,27810.42,0.0312,26942.73,비소구
FT1002,AR1296,독일법인,OC128,EUR,우리은행 무역금융,2025-02-22,39478.29,0.0213,38637.4,비소구
FT1003,AR1297,독일법인,OC128,EUR,IBK기업은행,2025-06-05,86153.29,0.0243,84059.77,소구
FT1004,AR1298,독일법인,OC128,EUR,HSBC Trade Finance,2025-08-13,63034.92,0.0167,61982.24,소구
FT1005,AR1300,독일법인,OC128,EUR,HSBC Trade Finance,2025-04-26,68251.78,0.0395,65555.83,비소구
FT1006,AR1301,미국법인,OC129,USD,HSBC Trade Finance,2025-04-16,76451.44,0.0341,73844.45,비소구
FT1007,AR1302,미국법인,OC129,USD,우리은행 무역금융,2025-02-07,65736.71,0.0266,63988.11,소구
FT1008,AR1303,미국법인,OC129,USD,신한팩토링,2025-01-29,72221.53,0.0217,70654.32,소구
FT1009,AR1306,미국법인,OC129,USD,우리은행 무역금융,2025-02-03,49240.42,0.0263,47945.4,비소구
FT1010,AR1307,미국법인,OC129,USD,HSBC Trade Finance,2025-04-24,48970.72,0.0163,48172.5,비소구
FT1011,AR1308,미국법인,OC129,USD,우리은행 무역금융,2025-06-21,83430.41,0.0378,80276.74,소구
FT1012,AR1309,미국법인,OC129,USD,우리은행 무역금융,2025-07-13,62228.02,0.038,59863.36,소구
FT1013,AR1311,미국법인,OC129,USD,신한팩토링,2025-01-23,53034.42,0.0175,52106.32,소구
FT1014,AR1312,미국법인,OC129,USD,IBK기업은행,2025-02-02,22680.52,0.0279,22047.73,비소구
FT1015,AR1313,미국법인,OC129,USD,HSBC Trade Finance,2025-02-15,28446.03,0.0418,27256.99,소구
FT1016,AR1315,싱가포르법인,OC130,SGD,우리은행 무역금융,2025-05-21,7865.33,0.041,7542.85,소구
FT1017,AR1316,싱가포르법인,OC130,SGD,HSBC Trade Finance,2025-02-03,6155.56,0.0175,6047.84,비소구
FT1018,AR1317,싱가포르법인,OC130,SGD,우리은행 무역금융,2025-05-19,5911.03,0.0371,5691.73,소구
FT1019,AR1319,싱가포르법인,OC130,SGD,신한팩토링,2025-05-24,30441.74,0.0213,29793.33,소구
FT1020,AR1320,싱가포르법인,OC130,SGD,BNP Paribas Factor,2025-04-16,26830.53,0.0157,26409.29,비소구
FT1021,AR1323,싱가포르법인,OC130,SGD,IBK기업은행,2025-02-15,51206.54,0.0163,50371.87,비소구
FT1022,AR1324,싱가포르법인,OC130,SGD,BNP Paribas Factor,2025-06-14,61633.06,0.0322,59648.48,소구
FT1023,AR1325,싱가포르법인,OC130,SGD,BNP Paribas Factor,2025-02-23,5193.89,0.0314,5030.8,소구
FT1024,AR1326,싱가포르법인,OC130,SGD,신한팩토링,2025-06-17,12549.78,0.0203,12295.02,소구
FT1025,AR1326,싱가포르법인,OC130,SGD,HSBC Trade Finance,2025-06-25,5889.33,0.0325,5697.93,소구
FT1026,AR1327,싱가포르법인,OC130,SGD,IBK기업은행,2025-04-07,59281.59,0.0332,57313.44,비소구
FT1027,AR1328,중국법인,OC131,CNY,BNP Paribas Factor,2025-02-17,612724.08,0.0243,597834.88,소구
FT1028,AR1328,중국법인,OC131,CNY,우리은행 무역금융,2025-02-13,431341.98,0.0422,413139.35,소구
FT1029,AR1329,중국법인,OC131,CNY,신한팩토링,2025-04-17,1277422.92,0.016,1256984.15,소구
FT1030,AR1329,중국법인,OC131,CNY,BNP Paribas Factor,2025-04-27,538384.68,0.0359,519056.67,비소구
FT1031,AR1332,중국법인,OC131,CNY,BNP Paribas Factor,2025-08-10,503974.99,0.0299,488906.14,비소구
FT1032,AR1333,중국법인,OC131,CNY,우리은행 무역금융,2025-08-20,533350.2,0.0235,520816.47,비소구
FT1033,AR1334,중국법인,OC131,CNY,IBK기업은행,2025-08-08,1303172.66,0.0152,1283364.44,비소구
FT1034,AR1335,중국법인,OC131,CNY,우리은행 무역금융,2025-04-12,869393.62,0.0312,842268.54,소구
FT1035,AR1336,중국법인,OC131,CNY,우리은행 무역금융,2025-07-19,1508956.28,0.0337,1458104.45,비소구
FT1036,AR1337,중국법인,OC131,CNY,HSBC Trade Finance,2025-04-26,2768463.01,0.019,2715862.21,소구
FT1037,AR1340,중국법인,OC132,CNY,HSBC Trade Finance,2025-06-29,1122577.23,0.0223,1097543.76,비소구
FT1038,AR1341,중국법인,OC132,CNY,우리은행 무역금융,2025-04-20,1105728.3,0.0321,1070234.42,소구
FT1039,AR1342,중국법인,OC132,CNY,HSBC Trade Finance,2025-07-03,1415654.34,0.0418,1356479.99,소구
FT1040,AR1344,중국법인,OC132,CNY,BNP Paribas Factor,2025-01-17,625358.07,0.0411,599655.85,소구
FT1041,AR1345,중국법인,OC132,CNY,BNP Paribas Factor,2025-05-16,1287932.18,0.0404,1235899.72,소구
FT1042,AR1347,중국법인,OC132,CNY,신한팩토링,2025-03-20,890577.14,0.0391,855755.57,소구
FT1043,AR1348,중국법인,OC132,CNY,HSBC Trade Finance,2025-04-09,1077790.88,0.0388,1035972.59,소구
FT1044,AR1349,중국법인,OC132,CNY,HSBC Trade Finance,2025-03-09,444688.16,0.0258,433215.21,소구
FT1045,AR1350,미국법인,OC133,USD,BNP Paribas Factor,2025-03-06,16985.13,0.0325,16433.11,소구
FT1046,AR1352,미국법인,OC133,USD,우리은행 무역금융,2025-02-20,19301.04,0.0231,18855.19,소구
FT1047,AR1354,미국법인,OC133,USD,신한팩토링,2025-03-25,43385.34,0.0405,41628.23,소구
FT1048,AR1355,미국법인,OC133,USD,BNP Paribas Factor,2025-01-16,67894.93,0.0419,65050.13,소구
FT1049,AR1357,미국법인,OC133,USD,우리은행 무역금융,2025-06-03,36782.16,0.0382,35377.08,비소구
FT1050,AR1358,미국법인,OC133,USD,BNP Paribas Factor,2025-01-30,60798.38,0.0409,58311.73,소구
FT1051,AR1360,미국법인,OC133,USD,IBK기업은행,2025-05-22,37883.3,0.0236,36989.25,소구
FT1052,AR1361,미국법인,OC133,USD,HSBC Trade Finance,2025-04-01,7043.24,0.031,6824.9,비소구
FT1053,AR1362,미국법인,OC133,USD,IBK기업은행,2025-02-18,31572.19,0.0441,30179.86,비소구
FT1054,AR1366,중국법인,OC134,CNY,우리은행 무역금융,2025-05-21,1046001.12,0.026,1018805.09,비소구
FT1055,AR1366,중국법인,OC134,CNY,HSBC Trade Finance,2025-05-17,885612.45,0.0306,858512.71,비소구
FT1056,AR1367,중국법인,OC134,CNY,IBK기업은행,2025-08-01,1074676.66,0.0255,1047272.41,소구
FT1057,AR1369,중국법인,OC134,CNY,IBK기업은행,2025-03-12,367902.61,0.0381,353885.52,소구
FT1058,AR1370,독일법인,OC135,EUR,우리은행 무역금융,2025-07-10,18869.32,0.0358,18193.8,비소구
FT1059,AR1371,독일법인,OC135,EUR,BNP Paribas Factor,2025-08-27,14338.74,0.0254,13974.54,소구
FT1060,AR1372,독일법인,OC135,EUR,신한팩토링,2025-03-07,3250.4,0.0326,3144.44,비소구
FT1061,AR1373,독일법인,OC135,EUR,HSBC Trade Finance,2025-03-15,10796.26,0.0356,10411.91,소구
FT1062,AR1374,독일법인,OC135,EUR,신한팩토링,2025-05-04,55209.81,0.0297,53570.08,소구
FT1063,AR1376,독일법인,OC135,EUR,신한팩토링,2025-06-06,62290.06,0.0319,60303.01,소구
FT1064,AR1378,독일법인,OC135,EUR,우리은행 무역금융,2025-08-20,28480.1,0.0301,27622.85,비소구
FT1065,AR1379,싱가포르법인,OC136,SGD,IBK기업은행,2025-06-21,65007.68,0.0414,62316.36,비소구
FT1066,AR1380,싱가포르법인,OC136,SGD,IBK기업은행,2025-05-11,76426.82,0.0263,74416.79,소구
FT1067,AR1381,싱가포르법인,OC136,SGD,우리은행 무역금융,2025-06-17,41633.05,0.0375,40071.81,소구
FT1068,AR1382,싱가포르법인,OC136,SGD,HSBC Trade Finance,2025-02-22,15993.67,0.0198,15677.0,소구
FT1069,AR1382,싱가포르법인,OC136,SGD,우리은행 무역금융,2025-03-03,12013.55,0.0357,11584.67,소구
FT1070,AR1383,싱가포르법인,OC136,SGD,신한팩토링,2025-07-26,34172.5,0.0411,32768.01,소구
FT1071,AR1384,싱가포르법인,OC136,SGD,HSBC Trade Finance,2025-08-17,21964.54,0.0391,21105.73,소구
FT1072,AR1386,싱가포르법인,OC136,SGD,HSBC Trade Finance,2025-07-08,46443.05,0.0207,45481.68,비소구
FT1073,AR1388,싱가포르법인,OC136,SGD,신한팩토링,2025-03-19,61283.28,0.0274,59604.12,비소구
FT1074,AR1389,독일법인,OC137,EUR,신한팩토링,2025-02-16,49031.49,0.0354,47295.78,소구
FT1075,AR1390,독일법인,OC137,EUR,우리은행 무역금융,2025-06-08,8095.45,0.0219,7918.16,비소구
FT1076,AR1391,독일법인,OC137,EUR,HSBC Trade Finance,2025-02-13,75456.56,0.0381,72581.67,비소구
FT1077,AR1392,독일법인,OC137,EUR,우리은행 무역금융,2025-04-15,8742.07,0.0169,8594.33,비소구
FT1078,AR1393,독일법인,OC137,EUR,HSBC Trade Finance,2025-07-19,79828.57,0.0222,78056.38,소구
FT1079,AR1394,독일법인,OC137,EUR,HSBC Trade Finance,2025-03-20,41089.33,0.0194,40292.2,소구
FT1080,AR1396,독일법인,OC137,EUR,IBK기업은행,2025-04-30,5885.42,0.0393,5654.12,비소구
FT1081,AR1396,독일법인,OC137,EUR,우리은행 무역금융,2025-05-05,3312.32,0.0393,3182.15,비소구
FT1082,AR1397,독일법인,OC137,EUR,신한팩토링,2025-05-10,30371.63,0.031,29430.11,비소구
FT1083,AR1399,독일법인,OC137,EUR,IBK기업은행,2025-02-21,19546.38,0.0191,19173.04,소구
FT1084,AR1401,독일법인,OC137,EUR,우리은행 무역금융,2025-03-01,92650.97,0.0358,89334.07,소구
FT1085,AR1403,베트남법인,OC138,VND,HSBC Trade Finance,2025-04-11,894340.14,0.0279,869388.05,소구
FT1086,AR1404,베트남법인,OC138,VND,BNP Paribas Factor,2025-02-28,1970579.23,0.0369,1897864.86,소구
FT1087,AR1405,베트남법인,OC138,VND,HSBC Trade Finance,2025-08-20,978324.51,0.0158,962866.98,비소구
FT1088,AR1408,베트남법인,OC138,VND,우리은행 무역금융,2025-05-06,2109541.52,0.0237,2059545.39,소구
FT1089,AR1410,베트남법인,OC138,VND,신한팩토링,2025-05-05,615104.09,0.0352,593452.43,비소구
FT1090,AR1411,베트남법인,OC138,VND,우리은행 무역금융,2025-02-27,1302824.79,0.0345,1257877.33,비소구
FT1091,AR1412,베트남법인,OC138,VND,IBK기업은행,2025-06-15,1270404.19,0.0262,1237119.6,소구
FT1092,AR1413,중국법인,OC139,CNY,BNP Paribas Factor,2025-06-29,167698.66,0.025,163506.19,소구
FT1093,AR1414,중국법인,OC139,CNY,신한팩토링,2025-06-20,284803.54,0.0426,272670.91,소구
FT1094,AR1415,중국법인,OC139,CNY,HSBC Trade Finance,2025-07-27,546181.51,0.0375,525699.7,소구
FT1095,AR1416,중국법인,OC139,CNY,IBK기업은행,2025-03-23,778788.05,0.0395,748025.92,소구
FT1096,AR1419,중국법인,OC139,CNY,HSBC Trade Finance,2025-02-20,1347477.14,0.0381,1296138.26,비소구
FT1097,AR1420,중국법인,OC139,CNY,신한팩토링,2025-01-28,2317859.06,0.0393,2226767.2,소구
FT1098,AR1421,중국법인,OC139,CNY,BNP Paribas Factor,2025-08-21,2376295.78,0.0416,2277441.88,소구
FT1099,AR1422,싱가포르법인,OC140,SGD,우리은행 무역금융,2025-01-14,30714.44,0.035,29639.43,소구
FT1100,AR1423,싱가포르법인,OC140,SGD,BNP Paribas Factor,2025-05-08,90642.23,0.018,89010.67,소구
FT1101,AR1424,싱가포르법인,OC140,SGD,HSBC Trade Finance,2025-07-23,80055.16,0.0396,76884.98,비소구
FT1102,AR1425,싱가포르법인,OC140,SGD,우리은행 무역금융,2025-07-31,65971.45,0.0292,64045.08,소구
FT1103,AR1426,싱가포르법인,OC140,SGD,BNP Paribas Factor,2025-05-04,20635.04,0.0437,19733.29,비소구
FT1104,AR1431,싱가포르법인,OC140,SGD,우리은행 무역금융,2025-04-30,87408.83,0.0426,83685.21,비소구
FT1105,AR1433,싱가포르법인,OC140,SGD,IBK기업은행,2025-07-25,46647.6,0.0305,45224.85,비소구
FT1106,AR1434,싱가포르법인,OC140,SGD,HSBC Trade Finance,2025-03-28,101456.23,0.0301,98402.4,소구
FT1107,AR1436,베트남법인,OC141,VND,BNP Paribas Factor,2025-04-12,1738280.59,0.0308,1684741.55,소구
FT1108,AR1437,베트남법인,OC141,VND,IBK기업은행,2025-07-05,1044805.36,0.0319,1011476.07,소구
FT1109,AR1439,베트남법인,OC141,VND,BNP Paribas Factor,2025-05-03,1786419.76,0.0375,1719429.02,비소구
FT1110,AR1440,베트남법인,OC141,VND,HSBC Trade Finance,2025-08-27,532386.16,0.0194,522057.87,소구
FT1111,AR1442,베트남법인,OC141,VND,IBK기업은행,2025-08-09,2252718.71,0.0278,2190093.13,비소구
FT1112,AR1443,베트남법인,OC141,VND,IBK기업은행,2025-03-02,211689.54,0.0244,206524.32,소구
FT1113,AR1444,베트남법인,OC141,VND,신한팩토링,2025-04-15,1472172.77,0.0258,1434190.71,비소구
FT1114,AR1445,미국법인,OC142,USD,BNP Paribas Factor,2025-07-28,25507.82,0.0313,24709.43,비소구
FT1115,AR1446,미국법인,OC142,USD,BNP Paribas Factor,2025-08-25,14014.74,0.0358,13513.01,비소구
FT1116,AR1449,미국법인,OC142,USD,HSBC Trade Finance,2025-08-02,49774.44,0.0405,47758.58,소구
FT1117,AR1449,미국법인,OC142,USD,HSBC Trade Finance,2025-07-15,29785.12,0.0157,29317.49,소구
FT1118,AR1451,미국법인,OC142,USD,IBK기업은행,2025-05-28,34810.07,0.0248,33946.78,소구
FT1119,AR1452,미국법인,OC142,USD,HSBC Trade Finance,2025-05-29,24097.78,0.0307,23357.98,비소구
FT1120,AR1452,미국법인,OC142,USD,BNP Paribas Factor,2025-05-23,10806.99,0.0179,10613.54,비소구
FT1121,AR1453,미국법인,OC142,USD,IBK기업은행,2025-08-18,30197.28,0.045,28838.4,소구
FT1122,AR1454,미국법인,OC142,USD,BNP Paribas Factor,2025-06-10,17129.94,0.0259,16686.27,소구
FT1123,AR1455,미국법인,OC142,USD,신한팩토링,2025-05-09,18564.15,0.0263,18075.91,소구
FT1124,AR1456,미국법인,OC142,USD,우리은행 무역금융,2025-04-21,66424.81,0.0229,64903.68,비소구
FT1125,AR1457,미국법인,OC142,USD,BNP Paribas Factor,2025-03-26,4693.44,0.0371,4519.31,소구
FT1126,AR1458,미국법인,OC142,USD,신한팩토링,2025-05-29,109061.71,0.0291,105888.01,비소구
FT1127,AR1459,독일법인,OC143,EUR,HSBC Trade Finance,2025-01-08,42246.97,0.0297,40992.23,소구
FT1128,AR1461,독일법인,OC143,EUR,HSBC Trade Finance,2025-07-21,34948.25,0.0232,34137.45,소구
FT1129,AR1462,독일법인,OC143,EUR,우리은행 무역금융,2025-08-17,97664.93,0.0322,94520.12,소구
FT1130,AR1466,미국법인,OC144,USD,IBK기업은행,2025-06-21,47325.72,0.0152,46606.37,비소구
FT1131,AR1467,미국법인,OC144,USD,우리은행 무역금융,2025-04-27,13611.59,0.0387,13084.82,비소구
FT1132,AR1469,미국법인,OC144,USD,BNP Paribas Factor,2025-04-12,73126.37,0.0208,71605.34,비소구
FT1133,AR1471,미국법인,OC144,USD,신한팩토링,2025-05-26,15885.24,0.0267,15461.1,비소구
FT1134,AR1472,미국법인,OC144,USD,신한팩토링,2025-01-31,13527.93,0.0244,13197.85,비소구
FT1135,AR1473,미국법인,OC144,USD,BNP Paribas Factor,2025-01-13,64285.77,0.044,61457.2,소구
FT1136,AR1474,미국법인,OC144,USD,HSBC Trade Finance,2025-04-01,12479.15,0.0321,12078.57,비소구
FT1137,AR1474,미국법인,OC144,USD,IBK기업은행,2025-04-11,8368.29,0.0163,8231.89,소구
FT1138,AR1475,중국법인,OC145,CNY,HSBC Trade Finance,2025-06-18,2425390.15,0.0167,2384886.13,소구
FT1139,AR1476,중국법인,OC145,CNY,BNP Paribas Factor,2025-02-21,963435.57,0.0312,933376.38,소구
FT1140,AR1477,중국법인,OC145,CNY,HSBC Trade Finance,2025-03-24,2444022.68,0.0226,2388787.77,비소구
FT1141,AR1478,중국법인,OC145,CNY,IBK기업은행,2025-07-18,749666.56,0.0182,736022.63,소구
FT1142,AR1479,중국법인,OC145,CNY,IBK기업은행,2025-08-04,551805.3,0.0444,527305.14,비소구
FT1143,AR1480,중국법인,OC145,CNY,우리은행 무역금융,2025-02-01,1510088.88,0.0328,1460557.96,비소구
FT1144,AR1481,중국법인,OC145,CNY,BNP Paribas Factor,2025-03-20,288385.5,0.0444,275581.18,소구
FT1145,AR1481,중국법인,OC145,CNY,신한팩토링,2025-03-06,122810.61,0.0342,118610.49,비소구
FT1146,AR1482,중국법인,OC145,CNY,우리은행 무역금융,2025-04-24,1234838.13,0.0249,1204090.66,소구
FT1147,AR1483,미국법인,OC146,USD,BNP Paribas Factor,2025-08-07,36652.15,0.0433,35065.11,소구
FT1148,AR1483,미국법인,OC146,USD,HSBC Trade Finance,2025-08-18,16271.62,0.0365,15677.71,소구
FT1149,AR1484,미국법인,OC146,USD,HSBC Trade Finance,2025-04-22,64055.33,0.0179,62908.74,비소구
FT1150,AR1487,미국법인,OC146,USD,IBK기업은행,2025-08-04,17514.32,0.0294,16999.4,소구
FT1151,AR1488,미국법인,OC146,USD,BNP Paribas Factor,2025-07-03,31968.28,0.0216,31277.77,비소구
FT1152,AR1489,미국법인,OC146,USD,우리은행 무역금융,2025-01-29,24658.74,0.0176,24224.75,소구
FT1153,AR1490,미국법인,OC146,USD,IBK기업은행,2025-07-04,78834.34,0.0387,75783.45,비소구
FT1154,AR1491,미국법인,OC146,USD,HSBC Trade Finance,2025-07-02,43463.53,0.0317,42085.74,소구
FT1155,AR1492,미국법인,OC146,USD,신한팩토링,2025-04-04,110954.32,0.0215,108568.8,소구
FT1156,AR1493,미국법인,OC146,USD,BNP Paribas Factor,2025-03-04,42068.37,0.0407,40356.19,비소구
FT1157,AR1495,미국법인,OC146,USD,우리은행 무역금융,2025-05-08,21669.85,0.0433,20731.55,소구
FT1158,AR1496,미국법인,OC146,USD,IBK기업은행,2025-07-05,49981.62,0.0275,48607.13,비소구
FT1159,AR1497,독일법인,OC147,EUR,신한팩토링,2025-08-09,37725.63,0.0448,36035.52,소구
FT1160,AR1497,독일법인,OC147,EUR,HSBC Trade Finance,2025-08-13,14110.51,0.0363,13598.3,소구
FT1161,AR1499,독일법인,OC147,EUR,BNP Paribas Factor,2025-04-21,21417.87,0.033,20711.08,소구
FT1162,AR1500,독일법인,OC147,EUR,IBK기업은행,2025-02-11,35965.91,0.0377,34610.0,비소구
FT1163,AR1501,독일법인,OC147,EUR,신한팩토링,2025-05-15,55082.41,0.0414,52802.0,소구
FT1164,AR1502,독일법인,OC147,EUR,BNP Paribas Factor,2025-07-20,20094.41,0.0307,19477.51,소구
FT1165,AR1503,독일법인,OC147,EUR,HSBC Trade Finance,2025-06-30,22818.38,0.041,21882.83,소구
FT1166,AR1506,독일법인,OC147,EUR,IBK기업은행,2025-04-27,62037.49,0.0342,59915.81,소구
FT1167,AR1507,중국법인,OC148,CNY,신한팩토링,2025-08-19,155002.8,0.0235,151360.23,소구
FT1168,AR1508,중국법인,OC148,CNY,신한팩토링,2025-02-27,2257039.09,0.0367,2174205.76,소구
FT1169,AR1509,중국법인,OC148,CNY,IBK기업은행,2025-03-31,1016417.31,0.0356,980232.85,소구
FT1170,AR1510,중국법인,OC148,CNY,BNP Paribas Factor,2025-04-03,1338959.35,0.0205,1311510.68,소구
FT1171,AR1511,중국법인,OC148,CNY,IBK기업은행,2025-06-19,1566823.35,0.0252,1527339.4,소구
FT1172,AR1513,중국법인,OC148,CNY,우리은행 무역금융,2025-02-08,2302759.69,0.0228,2250256.77,비소구
FT1173,AR1515,중국법인,OC148,CNY,HSBC Trade Finance,2025-06-14,761383.7,0.0274,740521.79,소구
FT1174,AR1516,중국법인,OC148,CNY,우리은행 무역금융,2025-03-28,414231.36,0.0382,398407.72,소구
FT1175,AR1518,중국법인,OC148,CNY,신한팩토링,2025-04-07,950992.58,0.0339,918753.93,비소구
FT1176,AR1519,베트남법인,OC149,VND,BNP Paribas Factor,2025-06-24,1562037.0,0.0268,1520174.41,소구
FT1177,AR1520,베트남법인,OC149,VND,IBK기업은행,2025-01-07,1544196.62,0.0407,1481347.82,소구
FT1178,AR1522,베트남법인,OC149,VND,우리은행 무역금융,2025-05-19,1764017.77,0.0363,1699983.92,비소구
FT1179,AR1523,베트남법인,OC149,VND,신한팩토링,2025-05-10,1700966.03,0.0353,1640921.93,비소구
FT1180,AR1524,베트남법인,OC149,VND,IBK기업은행,2025-05-29,94402.79,0.0274,91816.15,비소구
FT1181,AR1525,베트남법인,OC149,VND,HSBC Trade Finance,2025-07-07,1205917.12,0.0204,1181316.41,비소구
FT1182,AR1526,베트남법인,OC149,VND,HSBC Trade Finance,2025-03-23,2465933.73,0.043,2359898.58,소구
FT1183,AR1527,미국법인,OC150,USD,신한팩토링,2025-07-19,115180.44,0.036,111033.94,소구
FT1184,AR1528,미국법인,OC150,USD,우리은행 무역금융,2025-03-04,44129.07,0.042,42275.65,비소구
FT1185,AR1529,미국법인,OC150,USD,IBK기업은행,2025-04-26,44144.55,0.0304,42802.56,소구
FT1186,AR1530,미국법인,OC150,USD,신한팩토링,2025-03-27,31134.97,0.0417,29836.64,비소구
FT1187,AR1531,미국법인,OC150,USD,BNP Paribas Factor,2025-02-15,19097.95,0.0287,18549.84,소구
FT1188,AR1533,미국법인,OC150,USD,신한팩토링,2025-05-11,69298.48,0.0272,67413.56,비소구
FT1189,AR1534,중국법인,OC151,CNY,IBK기업은행,2025-08-08,1144136.69,0.0284,1111643.21,비소구
FT1190,AR1536,중국법인,OC151,CNY,HSBC Trade Finance,2025-02-26,1007609.9,0.036,971335.94,비소구
FT1191,AR1538,중국법인,OC151,CNY,BNP Paribas Factor,2025-05-19,574553.7,0.0278,558581.11,소구
FT1192,AR1540,중국법인,OC151,CNY,신한팩토링,2025-04-21,1517534.5,0.0414,1454708.57,소구
