회수ID,채권ID,법인명,고객ID,회수일자,회수금액,통화
RC1573,AR1509,중국법인,OC148,2025-06-30,1174751.0,CNY
RC1574,AR1510,중국법인,OC148,2025-04-12,871922.5,CNY
RC1575,AR1510,중국법인,OC148,2025-06-30,871922.5,CNY
RC1576,AR1512,중국법인,OC148,2025-06-30,632205.5,CNY
RC1577,AR1512,중국법인,OC148,2025-06-12,632205.5,CNY
RC1578,AR1513,중국법인,OC148,2025-05-09,1218121.0,CNY
RC1579,AR1514,중국법인,OC148,2025-05-06,1471602.0,CNY
RC1580,AR1514,중국법인,OC148,2025-06-30,1471602.0,CNY
RC1581,AR1515,중국법인,OC148,2025-06-30,1615228.0,CNY
RC1582,AR1516,중국법인,OC148,2025-06-30,1032257.0,CNY
RC1583,AR1518,중국법인,OC148,2025-05-26,743528.5,CNY
RC1584,AR1519,베트남법인,OC149,2025-06-30,2712923.0,VND
RC1585,AR1520,베트남법인,OC149,2025-02-02,2564044.0,VND
RC1586,AR1523,베트남법인,OC149,2025-06-24,1333701.5,VND
RC1587,AR1523,베트남법인,OC149,2025-06-30,1333701.5,VND
RC1588,AR1524,베트남법인,OC149,2025-06-30,148515.0,VND
RC1589,AR1525,베트남법인,OC149,2025-06-30,2700267.0,VND
RC1590,AR1526,베트남법인,OC149,2025-06-11,2893996.0,VND
RC1591,AR1527,미국법인,OC150,2025-06-30,117654.04,USD
RC1592,AR1528,미국법인,OC150,2025-06-30,13969.32,USD
RC1593,AR1528,미국법인,OC150,2025-03-17,13969.32,USD
RC1594,AR1529,미국법인,OC150,2025-06-08,46808.04,USD
RC1595,AR1529,미국법인,OC150,2025-06-30,46808.03,USD
RC1596,AR1530,미국법인,OC150,2025-06-15,24138.9,USD
RC1597,AR1531,미국법인,OC150,2025-02-28,30275.23,USD
RC1598,AR1532,미국법인,OC150,2025-04-22,54931.62,USD
RC1599,AR1533,미국법인,OC150,2025-06-15,82245.73,USD
RC1600,AR1534,중국법인,OC151,2025-06-30,2775645.0,CNY
RC1601,AR1535,중국법인,OC151,2025-06-30,583099.0,CNY
RC1602,AR1535,중국법인,OC151,2025-06-30,583099.0,CNY
RC1603,AR1536,중국법인,OC151,2025-06-30,601695.5,CNY
RC1604,AR1538,중국법인,OC151,2025-06-30,765240.0,CNY
RC1605,AR1539,중국법인,OC151,2025-06-30,170722.5,CNY
RC1606,AR1539,중국법인,OC151,2025-06-30,170722.5,CNY
RC1607,AR1540,중국법인,OC151,2025-05-21,844125.5,CNY
RC1608,AR1541,중국법인,OC151,2025-06-30,637116.0,CNY
RC1609,AR1542,중국법인,OC151,2025-06-24,2037439.0,CNY
RC1610,AR1543,중국법인,OC151,2025-06-30,260241.0,CNY
RC1611,AR1543,중국법인,OC151,2025-06-30,260241.0,CNY
RC1612,AR1545,중국법인,OC152,2025-06-30,2502696.0,CNY
RC1613,AR1549,중국법인,OC152,2025-06-30,245457.0,CNY
RC1614,AR1550,중국법인,OC152,2025-04-05,493133.0,CNY
RC1615,AR1551,미국법인,OC153,2025-06-06,8951.43,USD
RC1616,AR1551,미국법인,OC153,2025-04-21,8951.43,USD
RC1617,AR1554,미국법인,OC153,2025-06-30,16209.74,USD
RC1618,AR1554,미국법인,OC153,2025-06-24,16209.74,USD
RC1619,AR1555,미국법인,OC153,2025-06-30,2984.27,USD
RC1620,AR1555,미국법인,OC153,2025-04-19,2984.27,USD
RC1621,AR1557,미국법인,OC154,2025-06-30,16846.19,USD
RC1622,AR1557,미국법인,OC154,2025-06-30,16846.18,USD
RC1623,AR1558,미국법인,OC154,2025-06-30,105022.65,USD
RC1624,AR1560,미국법인,OC154,2025-05-18,59148.26,USD
RC1625,AR1560,미국법인,OC154,2025-06-30,59148.26,USD
RC1626,AR1561,미국법인,OC154,2025-06-17,25157.08,USD
RC1627,AR1563,미국법인,OC154,2025-06-18,74836.22,USD
RC1628,AR1564,싱가포르법인,OC155,2025-06-30,19992.28,SGD
RC1629,AR1564,싱가포르법인,OC155,2025-06-30,19992.29,SGD
RC1630,AR1565,싱가포르법인,OC155,2025-06-30,22268.19,SGD
RC1631,AR1565,싱가포르법인,OC155,2025-06-29,22268.19,SGD
RC1632,AR1566,싱가포르법인,OC155,2025-06-30,56913.61,SGD
RC1633,AR1566,싱가포르법인,OC155,2025-06-30,56913.61,SGD
RC1634,AR1567,싱가포르법인,OC155,2025-06-30,18304.02,SGD
RC1635,AR1567,싱가포르법인,OC155,2025-06-30,18304.02,SGD
RC1636,AR1571,싱가포르법인,OC155,2025-06-30,45884.26,SGD
RC1637,AR1571,싱가포르법인,OC155,2025-06-30,45884.25,SGD
RC1638,AR1572,싱가포르법인,OC155,2025-06-30,45105.84,SGD
RC1639,AR1572,싱가포르법인,OC155,2025-06-30,45105.84,SGD
RC1640,AR1573,싱가포르법인,OC155,2025-06-22,53439.24,SGD
RC1641,AR1573,싱가포르법인,OC155,2025-05-24,53439.23,SGD
RC1642,AR1574,싱가포르법인,OC155,2025-05-26,90031.46,SGD
RC1643,AR1575,독일법인,OC156,2025-06-30,6211.63,EUR
RC1644,AR1575,독일법인,OC156,2025-06-30,6211.63,EUR
RC1645,AR1576,독일법인,OC156,2025-06-30,11216.1,EUR
RC1646,AR1576,독일법인,OC156,2025-06-30,11216.1,EUR
RC1647,AR1577,독일법인,OC156,2025-06-30,51214.08,EUR
RC1648,AR1577,독일법인,OC156,2025-06-30,51214.09,EUR
RC1649,AR1580,독일법인,OC156,2025-06-30,23651.51,EUR
RC1650,AR1581,독일법인,OC156,2025-04-05,5678.08,EUR
RC1651,AR1582,독일법인,OC157,2025-06-30,84087.46,EUR
RC1652,AR1584,독일법인,OC157,2025-06-19,41525.79,EUR
RC1653,AR1585,독일법인,OC157,2025-06-30,36496.06,EUR
RC1654,AR1586,독일법인,OC157,2025-06-30,36011.05,EUR
RC1655,AR1587,독일법인,OC157,2025-06-30,6820.56,EUR
RC1656,AR1587,독일법인,OC157,2025-06-30,6820.57,EUR
RC1657,AR1588,독일법인,OC157,2025-06-30,17461.62,EUR
RC1658,AR1589,싱가포르법인,OC158,2025-04-22,9181.64,SGD
RC1659,AR1589,싱가포르법인,OC158,2025-05-07,9181.64,SGD
RC1660,AR1591,싱가포르법인,OC158,2025-06-30,69038.58,SGD
RC1661,AR1592,싱가포르법인,OC158,2025-05-19,40314.94,SGD
RC1662,AR1592,싱가포르법인,OC158,2025-06-30,40314.93,SGD
RC1663,AR1595,싱가포르법인,OC158,2025-04-06,55911.42,SGD
RC1664,AR1595,싱가포르법인,OC158,2025-06-30,55911.41,SGD
RC1665,AR1596,싱가포르법인,OC158,2025-06-30,24971.56,SGD
RC1666,AR1596,싱가포르법인,OC158,2025-06-30,24971.56,SGD
RC1667,AR1597,싱가포르법인,OC158,2025-06-30,106980.14,SGD
RC1668,AR1598,싱가포르법인,OC158,2025-06-30,14945.73,SGD
RC1669,AR1598,싱가포르법인,OC158,2025-06-30,14945.73,SGD
RC1670,AR1599,싱가포르법인,OC159,2025-06-30,11714.98,SGD
RC1671,AR1599,싱가포르법인,OC159,2025-06-30,11714.99,SGD
RC1672,AR1600,싱가포르법인,OC159,2025-06-30,16145.61,SGD
RC1673,AR1600,싱가포르법인,OC159,2025-06-30,16145.61,SGD
RC1674,AR1603,싱가포르법인,OC159,2025-06-30,15044.68,SGD
RC1675,AR1603,싱가포르법인,OC159,2025-06-30,15044.69,SGD
RC1676,AR1604,싱가포르법인,OC159,2025-06-30,20987.22,SGD
RC1677,AR1604,싱가포르법인,OC159,2025-06-30,20987.22,SGD
RC1678,AR1607,싱가포르법인,OC159,2025-06-16,57908.2,SGD
RC1679,AR1608,싱가포르법인,OC159,2025-04-12,39424.52,SGD
RC1680,AR1608,싱가포르법인,OC159,2025-03-27,39424.51,SGD
RC1681,AR1609,싱가포르법인,OC159,2025-02-20,5938.98,SGD
RC1682,AR1610,싱가포르법인,OC159,2025-06-30,88541.48,SGD
RC1683,AR1612,중국법인,OC160,2025-06-06,461996.5,CNY
RC1684,AR1612,중국법인,OC160,2025-06-30,461996.5,CNY
RC1685,AR1614,중국법인,OC160,2025-06-30,431470.0,CNY
RC1686,AR1614,중국법인,OC160,2025-06-30,431470.0,CNY
RC1687,AR1615,중국법인,OC160,2025-06-30,133205.0,CNY
RC1688,AR1617,중국법인,OC160,2025-05-02,877685.0,CNY
RC1689,AR1618,중국법인,OC160,2025-05-07,564781.5,CNY
RC1690,AR1618,중국법인,OC160,2025-03-04,564781.5,CNY
RC1691,AR1619,중국법인,OC160,2025-04-03,1332996.0,CNY
RC1692,AR1620,중국법인,OC160,2025-06-03,2682588.0,CNY
RC1693,AR1621,중국법인,OC160,2025-03-03,1867665.0,CNY
RC1694,AR1622,중국법인,OC160,2025-06-30,334165.0,CNY
RC1695,AR1622,중국법인,OC160,2025-06-21,334165.0,CNY
RC1696,AR1623,중국법인,OC160,2025-06-13,42292.5,CNY
RC1697,AR1623,중국법인,OC160,2025-06-30,42292.5,CNY
RC1698,AR1624,중국법인,OC161,2025-06-12,119720.25,CNY
RC1699,AR1624,중국법인,OC161,2025-06-30,119720.25,CNY
RC1700,AR1625,중국법인,OC161,2025-06-30,35508.0,CNY
RC1701,AR1626,중국법인,OC161,2025-06-30,1321957.0,CNY
RC1702,AR1626,중국법인,OC161,2025-06-30,1321957.0,CNY
RC1703,AR1627,중국법인,OC161,2025-02-20,792652.5,CNY
RC1704,AR1628,중국법인,OC161,2025-06-30,885404.0,CNY
RC1705,AR1629,중국법인,OC161,2025-05-14,2868930.0,CNY
RC1706,AR1630,중국법인,OC161,2025-03-28,208238.25,CNY
RC1707,AR1630,중국법인,OC161,2025-05-28,208238.25,CNY
RC1708,AR1631,중국법인,OC161,2025-06-30,1713632.0,CNY
RC1709,AR1632,중국법인,OC161,2025-06-30,377789.75,CNY
RC1710,AR1632,중국법인,OC161,2025-06-30,377789.75,CNY
RC1711,AR1637,독일법인,OC162,2025-05-08,8997.58,EUR
RC1712,AR1637,독일법인,OC162,2025-05-19,8997.58,EUR
RC1713,AR1638,독일법인,OC162,2025-03-03,33219.38,EUR
RC1714,AR1639,독일법인,OC162,2025-06-30,6167.75,EUR
RC1715,AR1639,독일법인,OC162,2025-06-30,6167.75,EUR
RC1716,AR1641,독일법인,OC162,2025-05-30,101729.85,EUR
RC1717,AR1642,중국법인,OC163,2025-06-30,888255.0,CNY
RC1718,AR1643,중국법인,OC163,2025-06-26,2182642.0,CNY
RC1719,AR1645,중국법인,OC163,2025-06-02,180163.5,CNY
RC1720,AR1645,중국법인,OC163,2025-06-30,180163.5,CNY
RC1721,AR1646,중국법인,OC163,2025-03-05,2812385.0,CNY
RC1722,AR1647,중국법인,OC163,2025-06-23,1148058.0,CNY
RC1723,AR1647,중국법인,OC163,2025-06-30,1148058.0,CNY
RC1724,AR1648,중국법인,OC163,2025-03-18,86818.5,CNY
RC1725,AR1648,중국법인,OC163,2025-05-10,86818.5,CNY
RC1726,AR1650,중국법인,OC163,2025-06-30,1427013.0,CNY
RC1727,AR1651,중국법인,OC163,2025-06-30,404991.0,CNY
RC1728,AR1651,중국법인,OC163,2025-06-30,404991.0,CNY
RC1729,AR1653,중국법인,OC163,2025-06-30,1293396.0,CNY
RC1730,AR1654,중국법인,OC163,2025-06-07,741494.5,CNY
RC1731,AR1655,중국법인,OC163,2025-06-30,374892.5,CNY
RC1732,AR1656,베트남법인,OC164,2025-06-30,840807.0,VND
RC1733,AR1656,베트남법인,OC164,2025-06-30,840807.0,VND
RC1734,AR1658,베트남법인,OC164,2025-04-08,1019900.5,VND
RC1735,AR1658,베트남법인,OC164,2025-03-07,1019900.5,VND
RC1736,AR1663,베트남법인,OC164,2025-06-30,2399628.0,VND
RC1737,AR1664,베트남법인,OC164,2025-03-13,1218531.0,VND
RC1738,AR1664,베트남법인,OC164,2025-05-06,1218531.0,VND
RC1739,AR1665,베트남법인,OC164,2025-06-30,727497.5,VND
RC1740,AR1666,베트남법인,OC164,2025-05-11,638339.0,VND
RC1741,AR1667,베트남법인,OC164,2025-06-30,2179868.0,VND
RC1742,AR1668,베트남법인,OC164,2025-03-29,1361783.5,VND
RC1743,AR1669,베트남법인,OC164,2025-04-21,2496262.0,VND
RC1744,AR1672,중국법인,OC165,2025-06-30,1225491.5,CNY
RC1745,AR1672,중국법인,OC165,2025-05-08,1225491.5,CNY
RC1746,AR1674,중국법인,OC165,2025-03-08,1095339.0,CNY
RC1747,AR1674,중국법인,OC165,2025-03-31,1095339.0,CNY
RC1748,AR1675,중국법인,OC165,2025-04-17,295545.0,CNY
RC1749,AR1675,중국법인,OC165,2025-06-30,295545.0,CNY
RC1750,AR1676,중국법인,OC165,2025-05-07,1503595.0,CNY
RC1751,AR1677,중국법인,OC165,2025-06-01,200917.5,CNY
RC1752,AR1677,중국법인,OC165,2025-03-26,200917.5,CNY
RC1753,AR1678,중국법인,OC165,2025-06-30,224498.5,CNY
RC1754,AR1678,중국법인,OC165,2025-04-27,224498.5,CNY
RC1755,AR1680,중국법인,OC165,2025-03-24,310713.5,CNY
RC1756,AR1680,중국법인,OC165,2025-06-29,310713.5,CNY
RC1757,AR1681,중국법인,OC165,2025-05-24,801608.0,CNY
RC1758,AR1683,베트남법인,OC166,2025-05-04,1067018.0,VND
RC1759,AR1684,베트남법인,OC166,2025-06-30,1378549.0,VND
RC1760,AR1684,베트남법인,OC166,2025-06-30,1378549.0,VND
RC1761,AR1687,베트남법인,OC166,2025-06-30,35504.0,VND
RC1762,AR1687,베트남법인,OC166,2025-06-30,35504.0,VND
RC1763,AR1688,베트남법인,OC166,2025-06-30,757836.5,VND
RC1764,AR1688,베트남법인,OC166,2025-06-30,757836.5,VND
RC1765,AR1689,베트남법인,OC166,2025-06-21,763357.5,VND
RC1766,AR1690,베트남법인,OC166,2025-06-30,1056508.5,VND
RC1767,AR1690,베트남법인,OC166,2025-06-30,1056508.5,VND
RC1768,AR1692,베트남법인,OC166,2025-06-05,648358.5,VND
RC1769,AR1692,베트남법인,OC166,2025-05-06,648358.5,VND
RC1770,AR1693,베트남법인,OC166,2025-06-30,2734304.0,VND
RC1771,AR1694,베트남법인,OC166,2025-05-31,749210.0,VND
RC1772,AR1695,베트남법인,OC166,2025-06-30,908530.0,VND
RC1773,AR1697,중국법인,OC167,2025-06-30,1427783.0,CNY
RC1774,AR1698,중국법인,OC167,2025-04-10,1477832.0,CNY
RC1775,AR1698,중국법인,OC167,2025-06-11,1477832.0,CNY
RC1776,AR1699,중국법인,OC167,2025-06-30,2329534.0,CNY
RC1777,AR1700,중국법인,OC167,2025-06-28,666220.0,CNY
RC1778,AR1701,중국법인,OC167,2025-06-30,368487.0,CNY
RC1779,AR1701,중국법인,OC167,2025-06-30,368487.0,CNY
RC1780,AR1703,중국법인,OC167,2025-03-21,958612.5,CNY
RC1781,AR1706,싱가포르법인,OC168,2025-06-09,64332.51,SGD
RC1782,AR1707,싱가포르법인,OC168,2025-05-24,38239.7,SGD
RC1783,AR1707,싱가포르법인,OC168,2025-04-27,38239.69,SGD
RC1784,AR1708,싱가포르법인,OC168,2025-05-07,16534.84,SGD
RC1785,AR1708,싱가포르법인,OC168,2025-03-01,16534.85,SGD
RC1786,AR1709,싱가포르법인,OC168,2025-05-27,37860.78,SGD
RC1787,AR1712,싱가포르법인,OC168,2025-05-27,10822.31,SGD
RC1788,AR1712,싱가포르법인,OC168,2025-06-15,10822.31,SGD
RC1789,AR1713,싱가포르법인,OC168,2025-06-30,16168.02,SGD
RC1790,AR1714,싱가포르법인,OC168,2025-06-30,4921.49,SGD
RC1791,AR1714,싱가포르법인,OC168,2025-06-30,4921.49,SGD
RC1792,AR1715,미국법인,OC169,2025-06-20,50218.42,USD
RC1793,AR1715,미국법인,OC169,2025-05-28,50218.42,USD
RC1794,AR1719,미국법인,OC169,2025-06-26,52848.94,USD
RC1795,AR1719,미국법인,OC169,2025-06-30,52848.94,USD
RC1796,AR1721,베트남법인,OC170,2025-06-30,1044133.0,VND
RC1797,AR1722,베트남법인,OC170,2025-06-18,2746429.0,VND
RC1798,AR1724,베트남법인,OC170,2025-06-30,1671383.0,VND
RC1799,AR1725,베트남법인,OC170,2025-06-30,324221.0,VND
RC1800,AR1725,베트남법인,OC170,2025-06-30,324221.0,VND
RC1801,AR1726,베트남법인,OC170,2025-05-09,1877236.0,VND
RC1802,AR1727,베트남법인,OC170,2025-03-26,237471.5,VND
RC1803,AR1727,베트남법인,OC170,2025-05-06,237471.5,VND
RC1804,AR1728,베트남법인,OC170,2025-06-30,1380386.5,VND
RC1805,AR1728,베트남법인,OC170,2025-06-30,1380386.5,VND
RC1806,AR1729,베트남법인,OC170,2025-05-06,1482527.5,VND
RC1807,AR1732,베트남법인,OC170,2025-06-30,2637401.0,VND
RC1808,AR1734,중국법인,OC171,2025-06-01,612494.5,CNY
RC1809,AR1734,중국법인,OC171,2025-03-18,612494.5,CNY
RC1810,AR1736,중국법인,OC171,2025-06-23,55885.5,CNY
RC1811,AR1737,중국법인,OC171,2025-06-30,547870.0,CNY
RC1812,AR1737,중국법인,OC171,2025-06-30,547870.0,CNY
RC1813,AR1738,중국법인,OC171,2025-06-30,340605.5,CNY
RC1814,AR1738,중국법인,OC171,2025-06-03,340605.5,CNY
RC1815,AR1739,중국법인,OC171,2025-05-25,1447322.5,CNY
RC1816,AR1739,중국법인,OC171,2025-03-12,1447322.5,CNY
RC1817,AR1740,중국법인,OC171,2025-06-30,393736.0,CNY
RC1818,AR1740,중국법인,OC171,2025-06-30,393736.0,CNY
RC1819,AR1741,중국법인,OC171,2025-06-30,2258733.0,CNY
RC1820,AR1743,중국법인,OC171,2025-06-08,132777.0,CNY
RC1821,AR1743,중국법인,OC171,2025-05-28,132777.0,CNY
RC1822,AR1744,중국법인,OC171,2025-06-30,1218305.5,CNY
RC1823,AR1744,중국법인,OC171,2025-06-30,1218305.5,CNY
RC1824,AR1745,중국법인,OC171,2025-06-30,854982.0,CNY
RC1825,AR1746,미국법인,OC172,2025-06-30,51193.32,USD
RC1826,AR1750,미국법인,OC172,2025-06-30,113674.63,USD
RC1827,AR1751,미국법인,OC172,2025-05-28,9448.46,USD
RC1828,AR1751,미국법인,OC172,2025-06-21,9448.47,USD
RC1829,AR1753,미국법인,OC172,2025-06-30,9985.36,USD
RC1830,AR1753,미국법인,OC172,2025-05-20,9985.36,USD
RC1831,AR1754,미국법인,OC172,2025-06-30,108811.29,USD
RC1832,AR1755,중국법인,OC173,2025-05-14,1193097.0,CNY
RC1833,AR1755,중국법인,OC173,2025-03-13,1193097.0,CNY
RC1834,AR1756,중국법인,OC173,2025-06-30,1470918.5,CNY
RC1835,AR1756,중국법인,OC173,2025-05-26,1470918.5,CNY
RC1836,AR1757,중국법인,OC173,2025-06-30,726756.0,CNY
RC1837,AR1757,중국법인,OC173,2025-06-30,726756.0,CNY
RC1838,AR1758,중국법인,OC173,2025-06-30,616602.0,CNY
RC1839,AR1758,중국법인,OC173,2025-06-30,616602.0,CNY
RC1840,AR1759,중국법인,OC173,2025-06-30,568380.0,CNY
RC1841,AR1760,중국법인,OC173,2025-04-08,322001.75,CNY
RC1842,AR1760,중국법인,OC173,2025-06-30,322001.75,CNY
RC1843,AR1761,중국법인,OC173,2025-03-22,205496.0,CNY
RC1844,AR1763,중국법인,OC173,2025-06-30,1490419.0,CNY
RC1845,AR1763,중국법인,OC173,2025-06-30,1490419.0,CNY
RC1846,AR1765,중국법인,OC173,2025-06-30,1100387.0,CNY
RC1847,AR1767,중국법인,OC173,2025-06-30,872159.0,CNY
RC1848,AR1769,중국법인,OC174,2025-05-13,541264.75,CNY
RC1849,AR1769,중국법인,OC174,2025-03-06,541264.75,CNY
RC1850,AR1770,중국법인,OC174,2025-03-02,542370.0,CNY
RC1851,AR1770,중국법인,OC174,2025-04-20,542370.0,CNY
RC1852,AR1771,중국법인,OC174,2025-06-30,1489129.0,CNY
RC1853,AR1771,중국법인,OC174,2025-06-30,1489129.0,CNY
RC1854,AR1772,중국법인,OC174,2025-06-30,1239772.0,CNY
RC1855,AR1773,중국법인,OC174,2025-06-30,398719.0,CNY
RC1856,AR1773,중국법인,OC174,2025-06-30,398719.0,CNY
RC1857,AR1774,중국법인,OC174,2025-06-30,1440067.0,CNY
RC1858,AR1776,베트남법인,OC175,2025-06-18,2061265.0,VND
RC1859,AR1777,베트남법인,OC175,2025-05-21,712074.0,VND
RC1860,AR1777,베트남법인,OC175,2025-06-30,712074.0,VND
RC1861,AR1779,베트남법인,OC175,2025-06-25,1866601.0,VND
RC1862,AR1780,베트남법인,OC175,2025-06-30,1797218.0,VND
RC1863,AR1783,베트남법인,OC175,2025-06-30,1531741.0,VND
RC1864,AR1784,베트남법인,OC175,2025-05-18,738062.0,VND
RC1865,AR1784,베트남법인,OC175,2025-03-15,738062.0,VND
RC1866,AR1785,베트남법인,OC175,2025-02-13,886711.0,VND
RC1867,AR1786,베트남법인,OC175,2025-05-26,2935118.0,VND
RC1868,AR1787,싱가포르법인,OC176,2025-06-30,23250.36,SGD
RC1869,AR1788,싱가포르법인,OC176,2025-06-15,44568.76,SGD
RC1870,AR1789,싱가포르법인,OC176,2025-06-30,3842.87,SGD
RC1871,AR1789,싱가포르법인,OC176,2025-06-30,3842.87,SGD
RC1872,AR1790,싱가포르법인,OC176,2025-06-26,18372.73,SGD
RC1873,AR1790,싱가포르법인,OC176,2025-06-11,18372.73,SGD
RC1874,AR1791,싱가포르법인,OC176,2025-05-31,119756.53,SGD
RC1875,AR1792,싱가포르법인,OC176,2025-06-12,14407.55,SGD
RC1876,AR1792,싱가포르법인,OC176,2025-06-30,14407.55,SGD
RC1877,AR1793,싱가포르법인,OC176,2025-05-08,24480.52,SGD
RC1878,AR1793,싱가포르법인,OC176,2025-06-30,24480.53,SGD
RC1879,AR1794,싱가포르법인,OC176,2025-06-30,29194.6,SGD
RC1880,AR1795,싱가포르법인,OC176,2025-06-30,17138.87,SGD
RC1881,AR1796,독일법인,OC177,2025-05-21,42021.35,EUR
RC1882,AR1796,독일법인,OC177,2025-04-11,42021.35,EUR
RC1883,AR1797,독일법인,OC177,2025-04-28,51998.09,EUR
RC1884,AR1798,독일법인,OC177,2025-04-15,51811.9,EUR
RC1885,AR1799,독일법인,OC177,2025-06-30,49044.82,EUR
RC1886,AR1799,독일법인,OC177,2025-06-30,49044.83,EUR
RC1887,AR1801,독일법인,OC177,2025-06-30,29535.32,EUR
RC1888,AR1803,독일법인,OC177,2025-06-30,64064.26,EUR
RC1889,AR1804,독일법인,OC177,2025-06-30,36270.84,EUR
RC1890,AR1804,독일법인,OC177,2025-06-30,36270.83,EUR
RC1891,AR1805,독일법인,OC177,2025-04-08,75753.83,EUR
RC1892,AR1807,독일법인,OC177,2025-05-11,17716.32,EUR
RC1893,AR1807,독일법인,OC177,2025-06-30,17716.32,EUR
RC1894,AR1808,베트남법인,OC178,2025-06-30,1607242.0,VND
RC1895,AR1809,베트남법인,OC178,2025-06-30,740514.0,VND
RC1896,AR1809,베트남법인,OC178,2025-06-30,740514.0,VND
RC1897,AR1810,베트남법인,OC178,2025-05-05,579291.0,VND
RC1898,AR1811,베트남법인,OC178,2025-06-30,322050.0,VND
RC1899,AR1811,베트남법인,OC178,2025-04-22,322050.0,VND
RC1900,AR1812,베트남법인,OC178,2025-06-30,652606.0,VND
RC1901,AR1812,베트남법인,OC178,2025-06-30,652606.0,VND
RC1902,AR1813,베트남법인,OC178,2025-06-30,2413050.0,VND
RC1903,AR1814,베트남법인,OC178,2025-04-07,326891.5,VND
RC1904,AR1814,베트남법인,OC178,2025-06-30,326891.5,VND
RC1905,AR1815,베트남법인,OC178,2025-06-30,991339.0,VND
RC1906,AR1816,베트남법인,OC178,2025-06-30,276145.25,VND
RC1907,AR1816,베트남법인,OC178,2025-06-30,276145.25,VND
RC1908,AR1817,베트남법인,OC178,2025-04-14,989063.0,VND
RC1909,AR1817,베트남법인,OC178,2025-06-30,989063.0,VND
RC1910,AR1819,베트남법인,OC178,2025-05-21,906704.5,VND
RC1911,AR1819,베트남법인,OC178,2025-06-30,906704.5,VND
RC1912,AR1820,베트남법인,OC179,2025-06-18,556410.5,VND
RC1913,AR1820,베트남법인,OC179,2025-06-30,556410.5,VND
RC1914,AR1821,베트남법인,OC179,2025-06-30,584522.5,VND
RC1915,AR1823,베트남법인,OC179,2025-06-06,748565.0,VND
RC1916,AR1824,베트남법인,OC179,2025-06-15,2521804.0,VND
RC1917,AR1825,베트남법인,OC179,2025-04-17,413263.25,VND
RC1918,AR1825,베트남법인,OC179,2025-02-19,413263.25,VND
RC1919,AR1826,베트남법인,OC179,2025-05-30,1036808.0,VND
RC1920,AR1828,베트남법인,OC179,2025-04-21,652320.5,VND
RC1921,AR1828,베트남법인,OC179,2025-06-30,652320.5,VND
RC1922,AR1829,싱가포르법인,OC180,2025-04-29,6410.18,SGD
RC1923,AR1829,싱가포르법인,OC180,2025-06-30,6410.19,SGD
RC1924,AR1830,싱가포르법인,OC180,2025-06-30,49900.88,SGD
RC1925,AR1831,싱가포르법인,OC180,2025-06-04,14803.76,SGD
RC1926,AR1831,싱가포르법인,OC180,2025-06-18,14803.77,SGD
RC1927,AR1832,싱가포르법인,OC180,2025-06-30,27400.11,SGD
RC1928,AR1832,싱가포르법인,OC180,2025-06-30,27400.11,SGD
RC1929,AR1834,싱가포르법인,OC180,2025-06-30,5941.71,SGD
RC1930,AR1835,베트남법인,OC181,2025-06-30,2216420.0,VND
RC1931,AR1836,베트남법인,OC181,2025-06-30,545630.0,VND
RC1932,AR1837,베트남법인,OC181,2025-06-15,2673908.0,VND
RC1933,AR1840,베트남법인,OC181,2025-06-30,516936.0,VND
RC1934,AR1841,베트남법인,OC181,2025-03-30,1569975.0,VND
RC1935,AR1842,베트남법인,OC181,2025-06-30,202090.0,VND
RC1936,AR1844,베트남법인,OC181,2025-04-27,740661.0,VND
RC1937,AR1846,중국법인,OC182,2025-06-30,740629.0,CNY
RC1938,AR1846,중국법인,OC182,2025-05-21,740629.0,CNY
RC1939,AR1849,중국법인,OC182,2025-06-30,863948.5,CNY
RC1940,AR1850,중국법인,OC182,2025-06-30,591473.5,CNY
RC1941,AR1851,중국법인,OC182,2025-04-01,152648.0,CNY
RC1942,AR1851,중국법인,OC182,2025-04-15,152648.0,CNY
RC1943,AR1852,중국법인,OC182,2025-06-30,948604.0,CNY
RC1944,AR1852,중국법인,OC182,2025-06-22,948604.0,CNY
RC1945,AR1853,중국법인,OC182,2025-06-30,691719.0,CNY
RC1946,AR1855,중국법인,OC182,2025-06-30,115796.0,CNY
RC1947,AR1856,중국법인,OC182,2025-06-30,901059.5,CNY
RC1948,AR1856,중국법인,OC182,2025-06-30,901059.5,CNY
RC1949,AR1857,중국법인,OC182,2025-06-15,1492401.0,CNY
RC1950,AR1859,베트남법인,OC183,2025-06-25,1108226.0,VND
RC1951,AR1862,베트남법인,OC183,2025-06-05,1995637.0,VND
RC1952,AR1863,베트남법인,OC183,2025-06-30,605573.75,VND
RC1953,AR1863,베트남법인,OC183,2025-06-30,605573.75,VND
RC1954,AR1864,미국법인,OC184,2025-06-19,69152.37,USD
RC1955,AR1865,미국법인,OC184,2025-06-30,4367.07,USD
RC1956,AR1865,미국법인,OC184,2025-06-30,4367.07,USD
RC1957,AR1867,미국법인,OC184,2025-04-17,28095.16,USD
RC1958,AR1867,미국법인,OC184,2025-06-30,28095.16,USD
RC1959,AR1869,미국법인,OC184,2025-06-30,36699.32,USD
RC1960,AR1872,미국법인,OC184,2025-06-30,9974.22,USD
RC1961,AR1872,미국법인,OC184,2025-06-30,9974.21,USD
RC1962,AR1874,미국법인,OC184,2025-06-30,42745.92,USD
RC1963,AR1875,미국법인,OC184,2025-04-29,7105.76,USD
